Location,Date,Stay_Home_Order,Status_of_Reopening,NonEss_Business_Closed,Gathering_Limit,Emergency_Declaration,Travel_Quarantine,Restaurants,School_Closed,Mask_Requirement
Florida,2020-12-24,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,-
Georgia,2020-12-24,High-Risk Groups,Paused,All Reopened,50,Yes,-,No Limits,NA,Certain Employees Only
Hawaii,2020-12-24,Lifted,Closing,Reduced Capacity,10,Yes,All Travelers,Limited Indoor,NA,General Public
Idaho,2020-12-24,Lifted,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Illinois,2020-12-24,Lifted,Closing,Some Closed,All Prohbited,Yes,-,No Indoor,NA,General Public
Indiana,2020-12-24,Lifted,Closing,All Reopened,25,Yes,-,No Limits,NA,General Public
Iowa,2020-12-24,-,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Kansas,2020-12-24,Lifted,Reopened,All Reopened,No Limit,Yes,Certain States,No Limits,NA,General Public
Kentucky,2020-12-24,Lifted,Closing,Some Closed,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
Louisiana,2020-12-24,Lifted,Closing,Reduced Capacity,50,Yes,-,Limited Indoor,NA,General Public
Maine,2020-12-24,Lifted,Closing,Reduced Capacity,50,Yes,All Travelers,Limited Indoor,NA,General Public
Maryland,2020-12-24,Lifted,Closing,Reduced Capacity,No Limit,Yes,All Travelers,Limited Indoor,NA,General Public
Massachusetts,2020-12-24,High-Risk Groups,Closing,Some Closed,10,Yes,All Travelers,Limited Indoor,NA,General Public
Michigan,2020-12-24,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Minnesota,2020-12-24,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Mississippi,2020-12-24,Lifted,Closing,All Reopened,10,Yes,-,Limited Indoor,NA,General Public
Missouri,2020-12-24,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,-
Montana,2020-12-24,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Nebraska,2020-12-24,-,Closing,-,No Limit,Yes,International,No Limits,NA,Certain Employees Only
Nevada,2020-12-24,Lifted,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
New Hampshire,2020-12-24,Lifted,Paused,Reduced Capacity,No Limit,Yes,Certain States,No Limits,NA,General Public
New Jersey,2020-12-24,Lifted,Closing,Reduced Capacity,10,Yes,No Restrictions,Limited Indoor,NA,General Public
New Mexico,2020-12-24,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
New York,2020-12-24,High-Risk Groups,Closing,Reduced Capacity,10,Yes,Certain States,Limited Indoor,NA,General Public
North Carolina,2020-12-24,Curfew,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
North Dakota,2020-12-24,-,Closing,All Reopened,50,Yes,No Restrictions,Limited Indoor,NA,General Public
Ohio,2020-12-24,Curfew,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Oklahoma,2020-12-24,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,-
Oregon,2020-12-24,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Pennsylvania,2020-12-24,Lifted,Closing,Some Closed,10,Yes,All Travelers,No Indoor,NA,General Public
Rhode Island,2020-12-24,Lifted,Closing,Some Closed,All Prohbited,Yes,Certain States,Limited Indoor,NA,General Public
South Carolina,2020-12-24,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
South Dakota,2020-12-24,-,Reopened,-,No Limit,Yes,-,-,NA,-
Tennessee,2020-12-24,Lifted,Reopened,All Reopened,10,Yes,-,No Limits,NA,General Public
Texas,2020-12-24,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Utah,2020-12-24,Lifted,Closing,-,No Limit,Yes,No Restrictions,No Limits,NA,General Public
Vermont,2020-12-24,Lifted,Closing,Reduced Capacity,All Prohbited,Yes,All Travelers,Limited Indoor,NA,General Public
Virginia,2020-12-24,Curfew,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Washington,2020-12-24,Lifted,Closing,Some Closed,All Prohbited,Yes,International,No Indoor,NA,General Public
West Virginia,2020-12-24,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Wisconsin,2020-12-24,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Wyoming,2020-12-24,-,Closing,-,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Alabama,2020-12-25,Lifted,Paused,Reduced Capacity,No Limit,Yes,-,No Limits,NA,General Public
Alaska,2020-12-25,Lifted,Reopened,All Reopened,No Limit,Yes,All Travelers,No Limits,NA,Certain Employees Only
Arizona,2020-12-25,Lifted,Closing,Some Closed,50,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Arkansas,2020-12-25,-,Paused,-,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
California,2020-12-25,Certain Regions,Closing,Some Closed,All Prohbited,Yes,-,Limited Indoor,NA,General Public
Colorado,2020-12-25,Lifted,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Connecticut,2020-12-25,Lifted,Closing,Some Closed,10,Yes,Certain States,Limited Indoor,NA,General Public
Delaware,2020-12-25,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
District of Columbia,2020-12-25,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
Florida,2020-12-25,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,-
Georgia,2020-12-25,High-Risk Groups,Paused,All Reopened,50,Yes,-,No Limits,NA,Certain Employees Only
Hawaii,2020-12-25,Lifted,Closing,Reduced Capacity,10,Yes,All Travelers,Limited Indoor,NA,General Public
Idaho,2020-12-25,Lifted,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Illinois,2020-12-25,Lifted,Closing,Some Closed,All Prohbited,Yes,-,No Indoor,NA,General Public
Indiana,2020-12-25,Lifted,Closing,All Reopened,25,Yes,-,No Limits,NA,General Public
Iowa,2020-12-25,-,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Kansas,2020-12-25,Lifted,Reopened,All Reopened,No Limit,Yes,Certain States,No Limits,NA,General Public
Kentucky,2020-12-25,Lifted,Closing,Some Closed,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
Louisiana,2020-12-25,Lifted,Closing,Reduced Capacity,50,Yes,-,Limited Indoor,NA,General Public
Maine,2020-12-25,Lifted,Closing,Reduced Capacity,50,Yes,All Travelers,Limited Indoor,NA,General Public
Maryland,2020-12-25,Lifted,Closing,Reduced Capacity,No Limit,Yes,All Travelers,Limited Indoor,NA,General Public
Massachusetts,2020-12-25,High-Risk Groups,Closing,Some Closed,10,Yes,All Travelers,Limited Indoor,NA,General Public
Michigan,2020-12-25,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Minnesota,2020-12-25,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Mississippi,2020-12-25,Lifted,Closing,All Reopened,10,Yes,-,Limited Indoor,NA,General Public
Missouri,2020-12-25,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,-
Montana,2020-12-25,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Nebraska,2020-12-25,-,Closing,-,No Limit,Yes,International,No Limits,NA,Certain Employees Only
Nevada,2020-12-25,Lifted,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
New Hampshire,2020-12-25,Lifted,Paused,Reduced Capacity,No Limit,Yes,Certain States,No Limits,NA,General Public
New Jersey,2020-12-25,Lifted,Closing,Reduced Capacity,10,Yes,No Restrictions,Limited Indoor,NA,General Public
New Mexico,2020-12-25,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
New York,2020-12-25,High-Risk Groups,Closing,Reduced Capacity,10,Yes,Certain States,Limited Indoor,NA,General Public
North Carolina,2020-12-25,Curfew,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
North Dakota,2020-12-25,-,Closing,All Reopened,50,Yes,No Restrictions,Limited Indoor,NA,General Public
Ohio,2020-12-25,Curfew,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Oklahoma,2020-12-25,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,-
Oregon,2020-12-25,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Pennsylvania,2020-12-25,Lifted,Closing,Some Closed,10,Yes,All Travelers,No Indoor,NA,General Public
Rhode Island,2020-12-25,Lifted,Closing,Some Closed,All Prohbited,Yes,Certain States,Limited Indoor,NA,General Public
South Carolina,2020-12-25,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
South Dakota,2020-12-25,-,Reopened,-,No Limit,Yes,-,-,NA,-
Tennessee,2020-12-25,Lifted,Reopened,All Reopened,10,Yes,-,No Limits,NA,General Public
Texas,2020-12-25,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Utah,2020-12-25,Lifted,Closing,-,No Limit,Yes,No Restrictions,No Limits,NA,General Public
Vermont,2020-12-25,Lifted,Closing,Reduced Capacity,All Prohbited,Yes,All Travelers,Limited Indoor,NA,General Public
Virginia,2020-12-25,Curfew,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Washington,2020-12-25,Lifted,Closing,Some Closed,All Prohbited,Yes,International,No Indoor,NA,General Public
West Virginia,2020-12-25,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Wisconsin,2020-12-25,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Wyoming,2020-12-25,-,Closing,-,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Alabama,2020-12-26,Lifted,Paused,Reduced Capacity,No Limit,Yes,-,No Limits,NA,General Public
Alaska,2020-12-26,Lifted,Reopened,All Reopened,No Limit,Yes,All Travelers,No Limits,NA,Certain Employees Only
Arizona,2020-12-26,Lifted,Closing,Some Closed,50,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Arkansas,2020-12-26,-,Paused,-,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
California,2020-12-26,Certain Regions,Closing,Some Closed,All Prohbited,Yes,-,Limited Indoor,NA,General Public
Colorado,2020-12-26,Lifted,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Connecticut,2020-12-26,Lifted,Closing,Some Closed,10,Yes,Certain States,Limited Indoor,NA,General Public
Delaware,2020-12-26,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
District of Columbia,2020-12-26,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
Florida,2020-12-26,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,-
Georgia,2020-12-26,High-Risk Groups,Paused,All Reopened,50,Yes,-,No Limits,NA,Certain Employees Only
Hawaii,2020-12-26,Lifted,Closing,Reduced Capacity,10,Yes,All Travelers,Limited Indoor,NA,General Public
Idaho,2020-12-26,Lifted,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Illinois,2020-12-26,Lifted,Closing,Some Closed,All Prohbited,Yes,-,No Indoor,NA,General Public
Indiana,2020-12-26,Lifted,Closing,All Reopened,25,Yes,-,No Limits,NA,General Public
Iowa,2020-12-26,-,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Kansas,2020-12-26,Lifted,Reopened,All Reopened,No Limit,Yes,Certain States,No Limits,NA,General Public
Kentucky,2020-12-26,Lifted,Closing,Some Closed,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
Louisiana,2020-12-26,Lifted,Closing,Reduced Capacity,50,Yes,-,Limited Indoor,NA,General Public
Maine,2020-12-26,Lifted,Closing,Reduced Capacity,50,Yes,All Travelers,Limited Indoor,NA,General Public
Maryland,2020-12-26,Lifted,Closing,Reduced Capacity,No Limit,Yes,All Travelers,Limited Indoor,NA,General Public
Massachusetts,2020-12-26,High-Risk Groups,Closing,Some Closed,10,Yes,All Travelers,Limited Indoor,NA,General Public
Michigan,2020-12-26,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Minnesota,2020-12-26,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Mississippi,2020-12-26,Lifted,Closing,All Reopened,10,Yes,-,Limited Indoor,NA,General Public
Missouri,2020-12-26,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,-
Montana,2020-12-26,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Nebraska,2020-12-26,-,Closing,-,No Limit,Yes,International,No Limits,NA,Certain Employees Only
Nevada,2020-12-26,Lifted,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
New Hampshire,2020-12-26,Lifted,Paused,Reduced Capacity,No Limit,Yes,Certain States,No Limits,NA,General Public
New Jersey,2020-12-26,Lifted,Closing,Reduced Capacity,10,Yes,No Restrictions,Limited Indoor,NA,General Public
New Mexico,2020-12-26,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
New York,2020-12-26,High-Risk Groups,Closing,Reduced Capacity,10,Yes,Certain States,Limited Indoor,NA,General Public
North Carolina,2020-12-26,Curfew,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
North Dakota,2020-12-26,-,Closing,All Reopened,50,Yes,No Restrictions,Limited Indoor,NA,General Public
Ohio,2020-12-26,Curfew,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Oklahoma,2020-12-26,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,-
Oregon,2020-12-26,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Pennsylvania,2020-12-26,Lifted,Closing,Some Closed,10,Yes,All Travelers,No Indoor,NA,General Public
Rhode Island,2020-12-26,Lifted,Closing,Some Closed,All Prohbited,Yes,Certain States,Limited Indoor,NA,General Public
South Carolina,2020-12-26,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
South Dakota,2020-12-26,-,Reopened,-,No Limit,Yes,-,-,NA,-
Tennessee,2020-12-26,Lifted,Reopened,All Reopened,10,Yes,-,No Limits,NA,General Public
Texas,2020-12-26,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Utah,2020-12-26,Lifted,Closing,-,No Limit,Yes,No Restrictions,No Limits,NA,General Public
Vermont,2020-12-26,Lifted,Closing,Reduced Capacity,All Prohbited,Yes,All Travelers,Limited Indoor,NA,General Public
Virginia,2020-12-26,Curfew,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Washington,2020-12-26,Lifted,Closing,Some Closed,All Prohbited,Yes,International,No Indoor,NA,General Public
West Virginia,2020-12-26,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Wisconsin,2020-12-26,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Wyoming,2020-12-26,-,Closing,-,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Alabama,2020-12-27,Lifted,Paused,Reduced Capacity,No Limit,Yes,-,No Limits,NA,General Public
Alaska,2020-12-27,Lifted,Reopened,All Reopened,No Limit,Yes,All Travelers,No Limits,NA,Certain Employees Only
Arizona,2020-12-27,Lifted,Closing,Some Closed,50,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Arkansas,2020-12-27,-,Paused,-,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
California,2020-12-27,Certain Regions,Closing,Some Closed,All Prohbited,Yes,-,Limited Indoor,NA,General Public
Colorado,2020-12-27,Lifted,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Connecticut,2020-12-27,Lifted,Closing,Some Closed,10,Yes,Certain States,Limited Indoor,NA,General Public
Delaware,2020-12-27,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
District of Columbia,2020-12-27,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
Florida,2020-12-27,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,-
Georgia,2020-12-27,High-Risk Groups,Paused,All Reopened,50,Yes,-,No Limits,NA,Certain Employees Only
Hawaii,2020-12-27,Lifted,Closing,Reduced Capacity,10,Yes,All Travelers,Limited Indoor,NA,General Public
Idaho,2020-12-27,Lifted,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Illinois,2020-12-27,Lifted,Closing,Some Closed,All Prohbited,Yes,-,No Indoor,NA,General Public
Indiana,2020-12-27,Lifted,Closing,All Reopened,25,Yes,-,No Limits,NA,General Public
Iowa,2020-12-27,-,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Kansas,2020-12-27,Lifted,Reopened,All Reopened,No Limit,Yes,Certain States,No Limits,NA,General Public
Kentucky,2020-12-27,Lifted,Closing,Some Closed,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
Louisiana,2020-12-27,Lifted,Closing,Reduced Capacity,50,Yes,-,Limited Indoor,NA,General Public
Maine,2020-12-27,Lifted,Closing,Reduced Capacity,50,Yes,All Travelers,Limited Indoor,NA,General Public
Maryland,2020-12-27,Lifted,Closing,Reduced Capacity,No Limit,Yes,All Travelers,Limited Indoor,NA,General Public
Massachusetts,2020-12-27,High-Risk Groups,Closing,Some Closed,10,Yes,All Travelers,Limited Indoor,NA,General Public
Michigan,2020-12-27,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Minnesota,2020-12-27,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Mississippi,2020-12-27,Lifted,Closing,All Reopened,10,Yes,-,Limited Indoor,NA,General Public
Missouri,2020-12-27,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,-
Montana,2020-12-27,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Nebraska,2020-12-27,-,Closing,-,No Limit,Yes,International,No Limits,NA,Certain Employees Only
Nevada,2020-12-27,Lifted,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
New Hampshire,2020-12-27,Lifted,Paused,Reduced Capacity,No Limit,Yes,Certain States,No Limits,NA,General Public
New Jersey,2020-12-27,Lifted,Closing,Reduced Capacity,10,Yes,No Restrictions,Limited Indoor,NA,General Public
New Mexico,2020-12-27,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
New York,2020-12-27,High-Risk Groups,Closing,Reduced Capacity,10,Yes,Certain States,Limited Indoor,NA,General Public
North Carolina,2020-12-27,Curfew,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
North Dakota,2020-12-27,-,Closing,All Reopened,50,Yes,No Restrictions,Limited Indoor,NA,General Public
Ohio,2020-12-27,Curfew,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Oklahoma,2020-12-27,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,-
Oregon,2020-12-27,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Pennsylvania,2020-12-27,Lifted,Closing,Some Closed,10,Yes,All Travelers,No Indoor,NA,General Public
Rhode Island,2020-12-27,Lifted,Closing,Some Closed,All Prohbited,Yes,Certain States,Limited Indoor,NA,General Public
South Carolina,2020-12-27,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
South Dakota,2020-12-27,-,Reopened,-,No Limit,Yes,-,-,NA,-
Tennessee,2020-12-27,Lifted,Reopened,All Reopened,10,Yes,-,No Limits,NA,General Public
Texas,2020-12-27,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Utah,2020-12-27,Lifted,Closing,-,No Limit,Yes,No Restrictions,No Limits,NA,General Public
Vermont,2020-12-27,Lifted,Closing,Reduced Capacity,All Prohbited,Yes,All Travelers,Limited Indoor,NA,General Public
Virginia,2020-12-27,Curfew,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Washington,2020-12-27,Lifted,Closing,Some Closed,All Prohbited,Yes,International,No Indoor,NA,General Public
West Virginia,2020-12-27,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Wisconsin,2020-12-27,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Wyoming,2020-12-27,-,Closing,-,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Alabama,2020-12-28,Lifted,Paused,Reduced Capacity,No Limit,Yes,-,No Limits,NA,General Public
Alaska,2020-12-28,Lifted,Reopened,All Reopened,No Limit,Yes,All Travelers,No Limits,NA,Certain Employees Only
Arizona,2020-12-28,Lifted,Closing,Some Closed,50,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Arkansas,2020-12-28,-,Paused,-,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
California,2020-12-28,Certain Regions,Closing,Some Closed,All Prohbited,Yes,-,Limited Indoor,NA,General Public
Colorado,2020-12-28,Lifted,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Connecticut,2020-12-28,Lifted,Closing,Some Closed,10,Yes,Certain States,Limited Indoor,NA,General Public
Delaware,2020-12-28,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
District of Columbia,2020-12-28,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
Florida,2020-12-28,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,-
Georgia,2020-12-28,High-Risk Groups,Paused,All Reopened,50,Yes,-,No Limits,NA,Certain Employees Only
Hawaii,2020-12-28,Lifted,Closing,Reduced Capacity,10,Yes,All Travelers,Limited Indoor,NA,General Public
Idaho,2020-12-28,Lifted,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Illinois,2020-12-28,Lifted,Closing,Some Closed,All Prohbited,Yes,-,No Indoor,NA,General Public
Indiana,2020-12-28,Lifted,Closing,All Reopened,25,Yes,-,No Limits,NA,General Public
Iowa,2020-12-28,-,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Kansas,2020-12-28,Lifted,Reopened,All Reopened,No Limit,Yes,Certain States,No Limits,NA,General Public
Kentucky,2020-12-28,Lifted,Closing,Some Closed,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
Louisiana,2020-12-28,Lifted,Closing,Reduced Capacity,50,Yes,-,Limited Indoor,NA,General Public
Maine,2020-12-28,Lifted,Closing,Reduced Capacity,50,Yes,All Travelers,Limited Indoor,NA,General Public
Maryland,2020-12-28,Lifted,Closing,Reduced Capacity,No Limit,Yes,All Travelers,Limited Indoor,NA,General Public
Massachusetts,2020-12-28,High-Risk Groups,Closing,Some Closed,10,Yes,All Travelers,Limited Indoor,NA,General Public
Michigan,2020-12-28,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Minnesota,2020-12-28,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Mississippi,2020-12-28,Lifted,Closing,All Reopened,10,Yes,-,Limited Indoor,NA,General Public
Missouri,2020-12-28,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,-
Montana,2020-12-28,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Nebraska,2020-12-28,-,Closing,-,No Limit,Yes,International,No Limits,NA,Certain Employees Only
Nevada,2020-12-28,Lifted,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
New Hampshire,2020-12-28,Lifted,Paused,Reduced Capacity,No Limit,Yes,Certain States,No Limits,NA,General Public
New Jersey,2020-12-28,Lifted,Closing,Reduced Capacity,10,Yes,No Restrictions,Limited Indoor,NA,General Public
New Mexico,2020-12-28,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
New York,2020-12-28,High-Risk Groups,Closing,Reduced Capacity,10,Yes,Certain States,Limited Indoor,NA,General Public
North Carolina,2020-12-28,Curfew,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
North Dakota,2020-12-28,-,Closing,All Reopened,50,Yes,No Restrictions,Limited Indoor,NA,General Public
Ohio,2020-12-28,Curfew,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Oklahoma,2020-12-28,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,-
Oregon,2020-12-28,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Pennsylvania,2020-12-28,Lifted,Closing,Some Closed,10,Yes,All Travelers,No Indoor,NA,General Public
Rhode Island,2020-12-28,Lifted,Closing,Some Closed,All Prohbited,Yes,Certain States,Limited Indoor,NA,General Public
South Carolina,2020-12-28,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
South Dakota,2020-12-28,-,Reopened,-,No Limit,Yes,-,-,NA,-
Tennessee,2020-12-28,Lifted,Reopened,All Reopened,10,Yes,-,No Limits,NA,General Public
Texas,2020-12-28,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Utah,2020-12-28,Lifted,Closing,-,No Limit,Yes,No Restrictions,No Limits,NA,General Public
Vermont,2020-12-28,Lifted,Closing,Reduced Capacity,All Prohbited,Yes,All Travelers,Limited Indoor,NA,General Public
Virginia,2020-12-28,Curfew,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Washington,2020-12-28,Lifted,Closing,Some Closed,All Prohbited,Yes,International,No Indoor,NA,General Public
West Virginia,2020-12-28,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Wisconsin,2020-12-28,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Wyoming,2020-12-28,-,Closing,-,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Alabama,2020-12-29,Lifted,Paused,Reduced Capacity,No Limit,Yes,-,No Limits,NA,General Public
Alaska,2020-12-29,Lifted,Reopened,All Reopened,No Limit,Yes,All Travelers,No Limits,NA,Certain Employees Only
Arizona,2020-12-29,Lifted,Closing,Some Closed,50,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Arkansas,2020-12-29,-,Paused,-,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
California,2020-12-29,Certain Regions,Closing,Some Closed,All Prohbited,Yes,-,Limited Indoor,NA,General Public
Colorado,2020-12-29,Lifted,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Connecticut,2020-12-29,Lifted,Closing,Some Closed,10,Yes,Certain States,Limited Indoor,NA,General Public
Delaware,2020-12-29,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
District of Columbia,2020-12-29,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
Florida,2020-12-29,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,-
Georgia,2020-12-29,High-Risk Groups,Paused,All Reopened,50,Yes,-,No Limits,NA,Certain Employees Only
